Location,Prices_per_year (₦ or $),Bedrooms,Baths,Toilets
Gbagada Lagos,"₦ 600,000",0.0,0.0,0.0
Estate Ado Ajah Lagos,"₦ 5,000,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 130,000",3.0,0.0,0.0
Ogba Lagos,"₦ 700,000",0.0,0.0,0.0
Greenvile Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
By Gilmore Jahi Abuja,"₦ 100,000,000",4.0,5.0,5.0
Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",2.0,2.0,3.0
Sanya Street Aguda Suruler Ijesha Surulere Lagos,"₦ 1,300,000",3.0,4.0,4.0
Rock Stone Badore Ajah Lagos,"₦ 900,000",0.0,0.0,0.0
Olokonla Ajah Lagos,"₦ 4,000,000",4.0,4.0,5.0
Estate Badore Ajah Lagos,"₦ 1,500,000",0.0,0.0,0.0
Badore Ajah Lagos,"₦ 550,000",0.0,0.0,0.0
Greenville Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Chevron Drive Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Primewater Garden Ikate Ikate Lekki Lagos,"₦ 4,000,000",3.0,3.0,4.0
"Ikola, Ipaja Lagos","₦ 200,000",0.0,1.0,1.0
Ojodu Lagos,"₦ 1,600,000",0.0,0.0,0.0
Oko Oba Agege Lagos,"₦ 1,200,000",0.0,0.0,0.0
Greenville Estate Badore Ajah Lagos,"₦ 300,000",0.0,0.0,0.0
Barracks New Heaven Estate Alakija Amuwo Odofin Lagos,"₦ 600,000",2.0,3.0,0.0
Orchid Road Lekki Phase 2 Lekki Lagos,"₦ 1,300,000",0.0,0.0,0.0
Chevyview Estate Chevron Lekki Lagos,"₦ 3,250,000",2.0,2.0,2.0
Off Freedom Way Lekki Lagos,"₦ 900,000",0.0,1.0,1.0
Soluyi Gbagada Lagos,"₦ 2,500,000",2.0,2.0,2.0
Seaside Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Marshy Hills Ado Ajah Lagos,"₦ 800,000",0.0,0.0,0.0
Van Daniel Ochrid Chevron Lekki Lagos,"₦ 700,000",0.0,0.0,0.0
Greenville Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Even Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
"Rockstone, Badore Ajah Lagos","₦ 350,000",0.0,0.0,0.0
Glorious Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Green Villa Estate Badore Ajah Lagos,"₦ 350,000",0.0,0.0,0.0
Westwood Badore Ajah Lagos,"₦ 550,000",,,
Abule Egba Lagos,"₦ 600,000",0.0,0.0,0.0
Palmgroove Shomolu Lagos,"₦ 700,000",0.0,0.0,0.0
Orisunmibare Phase 1 Ayobo Ipaja Lagos,"₦ 400,000",1.0,0.0,0.0
Ikota By Mega Chicken Lekki Lagos,"₦ 700,000",0.0,0.0,0.0
Lekki County Homes Ikota Lekki Lagos,"₦ 650,000",,,
Abule Oja Yaba Lagos,"₦ 450,000",0.0,1.0,1.0
College Road Ogba Lagos,"₦ 700,000",2.0,0.0,0.0
Badore Ajah Lagos,"₦ 500,000",0.0,0.0,0.0
Alakuko Abule Egba Lagos,"₦ 350,000",0.0,0.0,0.0
Idado Estate Lekki Lagos,"₦ 850,000",0.0,0.0,0.0
Justice Court Spg Road Ologolo Lekki Lagos,"₦ 1,500,000",0.0,0.0,0.0
Rafu Williams Adelabu Surulere Lagos,"₦ 2,000,000",2.0,3.0,3.0
Magodo Gra Phase 1 Ojodu Lagos,"₦ 3,000,000",2.0,2.0,2.0
Old Ikoyi Ikoyi Lagos,"₦ 11,000,000",4.0,4.0,4.0
"Westend Estate, Lekky County Lekki Phase 2 Lekki Lagos","₦ 700,000",0.0,0.0,0.0
Bankolemoh Off Akerele Road Masha Road Surulere Lagos,"₦ 1,200,000",2.0,2.0,2.0
Estate Agungi Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Lekki Lagos,"₦ 4,500,000",4.0,4.0,4.0
Victory Estate Isheri Egbe Idimu Lagos,"₦ 700,000",2.0,3.0,3.0
Green Villa Estate Ajah Lagos,"₦ 350,000",0.0,0.0,0.0
Arowojobe Oshodi Lagos,"₦ 700,000",1.0,1.0,2.0
Mafoluku Oshodi Lagos,"₦ 500,000",1.0,1.0,1.0
Agungi Lekki Lagos,"₦ 800,000",0.0,1.0,1.0
Wuye Abuja,"₦ 150,000,000",4.0,4.0,5.0
Bariga Shomolu Lagos,"₦ 300,000",0.0,0.0,0.0
Okanlawon Ajayi Street Kilo Marsha Surulere Lagos,"₦ 2,000,000",2.0,3.0,3.0
Mafoluku Oshodi Lagos,"₦ 800,000",2.0,2.0,3.0
By Conservation Orchid Lekki Lagos,"₦ 2,000,000",2.0,1.0,1.0
Ilaje Ajah Lagos,"₦ 475,000",0.0,0.0,0.0
Ilaje Ajah Lagos,"₦ 600,000",0.0,0.0,0.0
Ayobo Ipaja Lagos,"₦ 250,000",0.0,0.0,0.0
Magodo Kosofe Ikosi Lagos,"₦ 850,000",0.0,0.0,0.0
Victoria Island Lagos,"₦ 15,000,000",3.0,3.0,3.0
Federal Estate Igbogbo Ikorodu Lagos,"₦ 180,000",1.0,1.0,1.0
Greenvile Badore Ajah Lagos,"₦ 500,000",0.0,0.0,0.0
Alagbado Abule Egba Lagos,"₦ 500,000",0.0,0.0,0.0
Mafoluku Oshodi Lagos,"₦ 10,000",1.0,1.0,1.0
Ilaje Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Mafoluku Oshodi Lagos,"₦ 1,200,000",2.0,2.0,3.0
Mafoluku Oshodi Lagos,"₦ 800,000",2.0,2.0,3.0
Ikate By Nike Art Gallery Road Ikate Lekki Lagos,"₦ 8,000,000",2.0,2.0,3.0
Peaceville Estate Badore Ajah Lagos,"₦ 1,300,000",2.0,2.0,3.0
Agungi Lekki Lagos,"₦ 1,200,000",0.0,1.0,1.0
Ado Road Close To Blenco Supermarket Ado Ajah Lagos,"₦ 450,000",0.0,1.0,1.0
Chevyview Chevron Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Orchid Lekki Phase 2 Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Osapa London Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Badore Ajah Lagos,"₦ 1,300,000",0.0,0.0,0.0
Greenville Badore Ajah Lagos,"₦ 700,000",2.0,2.0,3.0
"Mobil Road, Ilaje Ajah Lagos","₦ 400,000",0.0,0.0,0.0
Ikate Lekki Lagos,"₦ 4,500,000",3.0,3.0,4.0
Off Ayilara Street Western Avenue Surulere Lagos,"₦ 650,000",1.0,1.0,1.0
Unity Estate Egbeda Alimosho Lagos,"₦ 1,500,000",2.0,3.0,3.0
Ifako Gbagada Gbagada Lagos,"₦ 1,000,000",1.0,1.0,1.0
Governors Road Ikotun Igando Lagos,"₦ 900,000",2.0,3.0,3.0
"Ikola, Ipaja Lagos","₦ 600,000",0.0,0.0,0.0
Aguda(ogba) Ogba Lagos,"₦ 1,000,000",0.0,0.0,0.0
"Shoprite Road, Agungi Ext.,/osapa Ext, Lekki Lagos","₦ 1,500,000",0.0,1.0,1.0
Badore Ajah Lagos,"₦ 700,000",,,
Greenville Estate Badore Badore Ajah Lagos,"₦ 400,000",1.0,1.0,1.0
Lekki Lagos,"₦ 25,000,000",0.0,0.0,0.0
Ikate Lekki Lagos,"₦ 4,500,000",2.0,4.0,4.0
(monthly Payment Payable) Ikate Lekki Lagos,"₦ 10,000,000",3.0,4.0,5.0
Ikota Villa Ikota Lekki Lagos,"₦ 1,800,000",1.0,3.0,2.0
Lekki Phase 1 Lekki Lagos,"₦ 4,000,000",2.0,4.0,4.0
Old Ikoyi Old Ikoyi Ikoyi Lagos,"$ 110,000",5.0,5.0,5.0
Shomolu Lagos,"₦ 1,400,000",2.0,2.0,2.0
Ikate Lekki Lagos,"₦ 4,000,000",2.0,2.0,3.0
Orisunmibare/military Zone Orisunbare Alimosho Lagos,"₦ 900,000",2.0,3.0,3.0
Seaside Estate Badore Ajah Lagos,"₦ 2,000,000",2.0,2.0,3.0
"Seidu Ajibowo Street, Off Toyin Street Ikeja Lagos","₦ 2,500,000",3.0,3.0,3.0
Ikoyi Lagos,"₦ 35,000,000",4.0,4.0,4.0
Greenville Estate Badore Ajah Lagos,"₦ 1,000,000",3.0,3.0,4.0
Greenville Estate Badore Ajah Lagos,"₦ 1,000,000",3.0,3.0,4.0
Even Estate Badore Ajah Lagos,"₦ 250,000",1.0,1.0,1.0
Old Ikoyi Old Ikoyi Ikoyi Lagos,"$ 110,000",5.0,5.0,6.0
Unity Estate Badore Ajah Lagos,"₦ 600,000",1.0,1.0,2.0
Secured Tarred Street Lekki Phase 1 Lekki Lagos,"₦ 6,500,000",2.0,2.0,3.0
"Sanya Road, Aguda Surulere Lagos","₦ 1,500,000",2.0,0.0,0.0
Atlantic View Estate Lekki Phase 2 Lekki Lagos,"₦ 2,800,000",2.0,2.0,3.0
Atlantic View Estate Lekki Phase 2 Lekki Lagos,"₦ 2,000,000",1.0,1.0,2.0
Seaside Estate Badore Ajah Lagos,"₦ 550,000",1.0,1.0,1.0
Lawanson Surulere Lagos,"₦ 1,200,000",1.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 2,000,000",0.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 1,500,000",0.0,0.0,0.0
Ilaje Ajah Lagos,"₦ 700,000",0.0,0.0,0.0
Lekki Lagos,"₦ 10,000,000",3.0,3.0,3.0
Ikota Lekki Lagos,"₦ 6,000,000",3.0,3.0,3.0
Ologolo Lekki Lagos,"₦ 5,000,000",3.0,3.0,3.0
Opebi Ikeja Lagos,"₦ 1,500,000",1.0,0.0,0.0
Oregun Ikeja Lagos,"₦ 1,000,000",1.0,2.0,2.0
Ikate Lekki Lagos,"₦ 6,500,000",3.0,3.0,4.0
Mercyland Estate Baruwa Ipaja Lagos,"₦ 1,000,000",2.0,2.0,3.0
Oniru Victoria Island Lagos,"₦ 10,000,000",3.0,3.0,4.0
Banana Island Road Ikoyi Lagos,"₦ 13,000,000",3.0,3.0,4.0
Chevron Alternative Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Ikota Lekki Lagos,"₦ 2,500,000",2.0,2.0,3.0
Ekins Ado Ajah Lagos,"₦ 1,600,000",2.0,2.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 900,000",2.0,2.0,3.0
Ado Ajah Lagos,"₦ 1,200,000",2.0,0.0,0.0
Queens Drive Old Ikoyi Ikoyi Lagos,"₦ 7,000,000",3.0,3.0,4.0
Marshy Hill Estate Ado Ajah Lagos,"₦ 1,000,000",0.0,0.0,0.0
Phase 1 Gbagada Lagos,"₦ 2,500,000",2.0,2.0,3.0
Pedro Phase 1 Gbagada Lagos,"₦ 1,500,000",1.0,2.0,2.0
Phase 1 Gbagada Lagos,"₦ 1,500,000",1.0,2.0,2.0
Phase 1 Gbagada Lagos,"₦ 1,200,000",1.0,2.0,2.0
Abijo Ajah Lagos,"₦ 900,000",2.0,2.0,2.0
Unity Estate Ajah Lagos,"₦ 1,200,000",2.0,2.0,3.0
Seaside Estate Badore Ajah Lagos,"₦ 500,000",1.0,1.0,1.0
"Omole Phase 2, Kosofe Ikosi Lagos","₦ 1,500,000",0.0,0.0,0.0
College Road Ogba Ogba Lagos,"₦ 800,000",0.0,0.0,0.0
Berger Ojodu Lagos,"₦ 700,000",0.0,0.0,0.0
Oregun Ikeja Lagos,"₦ 900,000",0.0,0.0,0.0
Agungi Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
United Estate Sangotedo Ajah Lagos,"₦ 450,000",1.0,1.0,1.0
Agungi Lekki Lagos,"₦ 1,500,000",1.0,1.0,1.0
Osapa London Lekki Lagos,"₦ 1,000,000",1.0,1.0,1.0
Ikoyi Lagos,"₦ 30,000,000",4.0,4.0,4.0
Association Drive Dolphin Estate Ikoyi Lagos,"₦ 2,000,000",1.0,1.0,1.0
Oniru Victoria Island Lagos,"₦ 5,000,000",2.0,2.0,3.0
Startimes Estate Ago Palace Okota Lagos,"₦ 1,700,000",2.0,2.0,3.0
Startimes Estate Ago Palace Okota Lagos,"₦ 1,850,000",2.0,2.0,3.0
Ago Palace Okota Lagos,"₦ 1,200,000",2.0,2.0,3.0
Progress Estate Baruwa Ipaja Lagos,"₦ 500,000",1.0,2.0,2.0
Off Alexandra Road Ikoyi Lagos,"₦ 10,000,000",3.0,3.0,4.0
Onikoyi Ikoyi Lagos,"₦ 13,000,000",3.0,3.0,4.0
Awoyaya Ajah Lagos,"₦ 500,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 78,000,000",2.0,0.0,0.0
Off Alexandra Road Ikoyi Lagos,"₦ 10,000,000",3.0,3.0,4.0
Off Queen's Drive Ikoyi Lagos,"₦ 9,000,000",3.0,3.0,4.0
Off Queen's Drive Ikoyi Lagos,"₦ 7,000,000",3.0,3.0,4.0
Off Adekunle Kuye Aguda Surulere Lagos,"₦ 2,000,000",2.0,3.0,3.0
Unity Estate Badore Ajah Lagos,"₦ 1,200,000",2.0,2.0,3.0
Estate Banana Island Ikoyi Lagos,"₦ 10,000,000",1.0,1.0,2.0
Agric Road Igando Egan Ikotun Igando Lagos,"₦ 800,000",2.0,2.0,3.0
Osapa London Lekki Lagos,"₦ 2,400,000",1.0,1.0,1.0
Remlek Estate Badore Ajah Lagos,"₦ 1,200,000",2.0,2.0,3.0
Westwood Estate Badore Ajah Lagos,"₦ 1,600,000",2.0,2.0,3.0
Badore Ajah Lagos,"₦ 470,000",1.0,1.0,1.0
Off Freedom Way Lekki Phase 1 Lekki Lagos,"₦ 4,000,000",2.0,2.0,3.0
Off Freedom Way Lekki Phase 1 Lekki Lagos,"₦ 3,500,000",2.0,2.0,3.0
Oral Extension Lekki Lagos,"₦ 950,000",,1.0,1.0
Ikate Lekki Lagos,"₦ 1,400,000",,1.0,1.0
Lekki Phase 1 Lekki Lagos,"₦ 7,000,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 6,000,000",2.0,2.0,3.0
Ologolo Lekki Lagos,"₦ 3,000,000",3.0,3.0,3.0
Coker Road Ilupeju Lagos,"₦ 2,500,000",2.0,2.0,3.0
Seaside Estate Badore Ajah Lagos,"₦ 700,000",1.0,1.0,2.0
Seaside Estate Badore Ajah Lagos,"₦ 500,000",1.0,1.0,1.0
Seaside Estate Badore Ajah Lagos,"₦ 900,000",1.0,1.0,2.0
Sangotedo Ajah Lagos,"₦ 2,100,000",2.0,3.0,3.0
Orchid Round About Orchid Lekki Lagos,"₦ 850,000",1.0,,
Phase 1 Gbagada Lagos,"₦ 550,000",,,
Palmgroove Shomolu Lagos,"₦ 600,000",,,
Pedro Palmgroove Shomolu Lagos,"₦ 550,000",,,
Fola Agoro Yaba Lagos,"₦ 600,000",,,
Fola Agoro Yaba Lagos,"₦ 550,000",,,
Pedro Gbagada Lagos,"₦ 550,000",,,1.0
Yaba Lagos,"₦ 550,000",,,
Fola Agoro Yaba Lagos,"₦ 600,000",,,
Pedro Gbagada Lagos,"₦ 500,000",,,1.0
Ogudu Orike Ogudu Lagos,"₦ 1,100,000",1.0,1.0,2.0
Godson Ilodianya Close Oniru Victoria Island Lagos,"₦ 5,000,000",2.0,2.0,3.0
Off Palace Road Oniru Victoria Island Lagos,"₦ 4,500,000",1.0,1.0,2.0
Osapa London Lekki Lagos,"₦ 2,500,000",3.0,3.0,4.0
Ilaje Ajah Lagos,"₦ 2,500,000",3.0,3.0,4.0
Banana Island Ikoyi Lagos,"₦ 10,000,000",1.0,1.0,1.0
Osborne Foreshore Estate Ikoyi Lagos,"₦ 8,000,000",2.0,2.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 1,000,000",0.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 30,000,000",4.0,4.0,4.0
Rockstone Estate Badore Ajah Lagos,"₦ 600,000",0.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 19,000,000",3.0,3.0,4.0
Unity Estate Badore Ajah Lagos,"₦ 1,000,000",2.0,2.0,3.0
Banana Island Ikoyi Lagos,"₦ 20,000,000",3.0,3.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 1,000,000",2.0,2.0,3.0
Sangotedo Ajah Lagos,"₦ 1,500,000",2.0,2.0,3.0
1004 Estate Victoria Island Lagos,"₦ 6,500,000",2.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 9,500,000",3.0,4.0,0.0
Idado Estate Lekki Lagos,"₦ 2,000,000",1.0,1.0,1.0
Agungi Lekki Lagos,"₦ 180,000,000",5.0,6.0,6.0
Thomas Estate Ajah Lagos,"₦ 1,300,000",0.0,0.0,0.0
Lekki Phase 1 Lekki Lagos,"₦ 6,000,000",3.0,4.0,4.0
Greenville Estate Badore Ajah Lagos,"₦ 600,000",0.0,0.0,0.0
Olokonla Ajah Lagos,"₦ 2,500,000",3.0,3.0,3.0
Omole Phase 1 Ojodu Lagos,"₦ 800,000",1.0,1.0,1.0
Old Ikoyi Ikoyi Lagos,"₦ 15,000,000",3.0,3.0,4.0
Old Ikoyi Ikoyi Lagos,"₦ 10,000,000",4.0,4.0,5.0
Unity Estate Badore Badore Ajah Lagos,"₦ 600,000",0.0,0.0,0.0
Victoria Island Lagos,"₦ 25,000,000",3.0,3.0,4.0
Ologolo Lekki Lagos,"₦ 2,500,000",2.0,3.0,3.0
Banana Island Ikoyi Lagos,"₦ 18,000,000",3.0,3.0,4.0
Onike Yaba Lagos,"₦ 900,000",0.0,1.0,1.0
Lekki Phase 1 Lekki Lagos,"₦ 5,000,000",3.0,3.0,4.0
Salem Ikate Lekki Lagos,"₦ 550,000",1.0,1.0,1.0
Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Omole Phase 1 Ojodu Lagos,"₦ 1,800,000",2.0,2.0,3.0
Abraham Adesanya Estate Ajah Lagos,"₦ 1,300,000",2.0,2.0,3.0
Off Mobil Road Ilaje Ajah Lagos,"₦ 700,000",1.0,1.0,1.0
Majek Sangotedo Lagos,"₦ 1,000,000",2.0,2.0,2.0
Ilasan Lekki Lagos,"₦ 8,000,000",4.0,4.0,5.0
Banana Island Ikoyi Lagos,"₦ 16,000,000",2.0,2.0,2.0
Freedom Way Lekki Lagos,"₦ 2,200,000",1.0,1.0,1.0
Ikota Lekki Lagos,"₦ 3,000,000",3.0,3.0,3.0
Itedo Estate Freedom Way Lekki Phase 1 Lekki Lagos,"₦ 1,200,000",1.0,1.0,1.0
Banana Island Ikoyi Lagos,"₦ 15,000,000",3.0,3.0,3.0
Unity Estate Badore Ajah Lagos,"₦ 900,000",2.0,3.0,3.0
Olokonla Ajah Lagos,"₦ 1,300,000",0.0,0.0,0.0
New Road Opposite Ss Philip And James Catholic Church Lekki Lagos,"₦ 3,000,000",2.0,3.0,3.0
Oniru Victoria Island Lagos,"₦ 7,000,000",3.0,3.0,4.0
Even Estate Badore Ajah Lagos,"₦ 1,500,000",2.0,3.0,3.0
Chevy View Estate Chevron Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Adeniyi Jones Ikeja Lagos,"₦ 6,500,000",0.0,0.0,0.0
Banana Island Ikoyi Lagos,"₦ 15,000,000",3.0,4.0,4.0
Even Estate Badore Ajah Lagos,"₦ 2,000,000",3.0,4.0,4.0
Hopeville Estate Sangotedo Ajah Lagos,"₦ 2,000,000",2.0,2.0,3.0
Sangotedo Ajah Lagos,"₦ 1,500,000",2.0,3.0,3.0
Remlek Estate Badore Ajah Lagos,"₦ 500,000",,,
Olokonla Ajah Lagos,"₦ 1,300,000",2.0,2.0,3.0
Idado Lekki Lagos,"₦ 1,400,000",1.0,1.0,1.0
Harmony Estate Owode Lamgbasa Ajah Lagos,"₦ 1,500,000",2.0,3.0,3.0
"Chevy View Estate, Chevron Lekki Lagos","₦ 1,300,000",0.0,0.0,0.0
Old Ikoyi Ikoyi Lagos,"$ 100,000",4.0,4.0,4.0
Badore Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Awoyaya Ajah Lagos,"₦ 550,000",0.0,0.0,0.0
Ekins Estate Ado Ajah Lagos,"₦ 1,600,000",0.0,0.0,0.0
Alagomeji Yaba Lagos,"₦ 500,000",0.0,0.0,0.0
Fola Agoro Yaba Lagos,"₦ 1,500,000",1.0,2.0,2.0
Kayfarm Iju Lagos,"₦ 1,300,000",0.0,0.0,0.0
Bode Thomas Surulere Lagos,"₦ 1,000,000",0.0,0.0,0.0
Gloryland Estate Ago Palace Okota Lagos,"₦ 1,800,000",2.0,3.0,3.0
Awoyaya Ajah Lagos,"₦ 500,000",0.0,0.0,0.0
Banana Island Estate Ikoyi Lagos,"₦ 40,000,000",5.0,5.0,6.0
Off Grammar School By Road Safely Office Berger Ojodu Lagos,"₦ 3,000,000",4.0,4.0,5.0
Adeniyi Jones Ikeja Lagos,"₦ 800,000",0.0,0.0,0.0
Ikate Lekki Lagos,"₦ 4,000,000",0.0,0.0,0.0
Masha Surulere Lagos,"₦ 700,000",,,
Ekinks Estate Ado Ajah Lagos,"₦ 1,500,000",0.0,0.0,0.0
Around Chisco Via Enyo Filling Station Ikate Lekki Lagos,"₦ 1,500,000",0.0,1.0,1.0
Mende Maryland Lagos,"₦ 800,000",0.0,0.0,0.0
Opebi Ikeja Lagos,"₦ 500,000",0.0,0.0,0.0
Majek Sangotedo Lagos,"₦ 1,000,000",2.0,3.0,3.0
Allen Avenue Ikeja Lagos,"₦ 550,000",0.0,0.0,0.0
Abijo Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Off Ogunnisi Road Berger Ojodu Lagos,"₦ 2,500,000",2.0,2.0,3.0
Off Cole Street Via Olufemi Street Via Ogunlana Drive Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Mutairu Street Off Karunwi Oduduwa Via Kilo Itire Surulere Lagos,"₦ 500,000",0.0,0.0,0.0
Yakoyo Alagbole Ojodu Lagos,"₦ 350,000",0.0,0.0,0.0
"Nnobi Street Via Kilo, Ogunlana Surulere Lagos","₦ 400,000",0.0,0.0,0.0
Oregun Ikeja Lagos,"₦ 700,000",0.0,0.0,0.0
Abijo Ajah Lagos,"₦ 1,500,000",2.0,3.0,3.0
Ikate Lekki Lagos,"₦ 3,000,000",2.0,3.0,3.0
Lekki Gardens Estate Ajah Lagos,"₦ 2,000,000",2.0,3.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 650,000",0.0,0.0,0.0
Rockstone Estate Badore Ajah Lagos,"₦ 400,000",0.0,0.0,0.0
Salem Ilasan Lekki Lagos,"₦ 500,000",1.0,1.0,1.0
Allen Avenue Ikeja Lagos,"₦ 500,000",0.0,0.0,0.0
Berger Ojodu Lagos,"₦ 350,000",0.0,0.0,0.0
Fagba Agege Lagos,"₦ 300,000",0.0,0.0,0.0
Old Ikoyi Ikoyi Lagos,"₦ 18,000,000",3.0,5.0,5.0
Lekki Phase 1 Lekki Lagos,"₦ 2,800,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 4,000,000",3.0,4.0,4.0
College Road Ifako Ogba Ogba Lagos,"₦ 2,000,000",3.0,3.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 1,300,000",3.0,3.0,4.0
Ikate Lekki Lagos,"₦ 5,500,000",3.0,4.0,0.0
Oniru Victoria Island Lagos,"₦ 15,000,000",3.0,3.0,4.0
Awoyaya Ajah Lagos,"₦ 700,000",0.0,0.0,0.0
Lekki Palm City Ado Ajah Lagos,"₦ 1,700,000",0.0,0.0,0.0
Ikate Lekki Lagos,"₦ 5,000,000",0.0,0.0,0.0
Ijesha Surulere Lagos,"₦ 700,000",0.0,0.0,0.0
Inside An Estate Oke Ira Ogba Lagos,"₦ 900,000",1.0,1.0,2.0
Lekki Phase 1 Lekki Lagos,"₦ 7,500,000",4.0,4.0,5.0
Abijo Ajah Lagos,"₦ 700,000",0.0,0.0,0.0
Ifako Agege Lagos,"₦ 1,200,000",0.0,0.0,0.0
Victoria Island Lagos,"₦ 17,000,000",3.0,3.0,3.0
Majek Sangotedo Lagos,"₦ 1,000,000",3.0,4.0,4.0
Rockstone Estate Badore Ajah Lagos,"₦ 1,400,000",3.0,3.0,4.0
Gbagada Lagos,"₦ 1,800,000",0.0,0.0,0.0
"Harmony Estate , Langbasa Ado Ajah Lagos","₦ 350,000",,,
Off Lawanson Road Via Bus Stop Lawanson Surulere Lagos,"₦ 600,000",0.0,0.0,0.0
Royal Pine Estate Orchid Lekki Lagos,"₦ 1,000,000",0.0,0.0,0.0
Olokonla Ajah Lagos,"₦ 1,500,000",2.0,2.0,3.0
Majek Sangotedo Lagos,"₦ 1,300,000",3.0,4.0,4.0
"At Ayinde Giwa Street Off Ogunlana Drive, Masha Surulere Lagos","₦ 600,000",0.0,0.0,0.0
Lekki County Ikota Lekki Lagos,"₦ 225,000,000",5.0,6.0,6.0
Adeniyi Jones Ikeja Lagos,"₦ 1,000,000",1.0,0.0,0.0
Bode Thomas Surulere Lagos,"₦ 750,000",0.0,0.0,0.0
"At Ogunlana Street, Off Ijesha Road, Surulere Lagos","₦ 500,000",0.0,0.0,0.0
Igbo Efon Lekki Lagos,"₦ 2,400,000",2.0,2.0,3.0
"Adekunle Kuye Street, Aguda Surulere Lagos","₦ 800,000",,,
Ebute Metta Yaba Lagos,"₦ 750,000",0.0,0.0,0.0
Monastery Road Sangotedo Lagos,"₦ 500,000",0.0,0.0,0.0
Maruwa Lekki Phase 1 Lekki Lagos,"₦ 7,000,000",3.0,4.0,4.0
Thomas Estate Ajah Lagos,"₦ 2,500,000",3.0,3.0,4.0
Opebi Ikeja Lagos,"₦ 1,000,000",1.0,0.0,0.0
Private Estate Oke Ira Oke Ira Ogba Lagos,"₦ 1,500,000",2.0,2.0,3.0
Ikate Lekki Lagos,"₦ 2,500,000",2.0,3.0,3.0
"Ankanro Ilasa, Ilasamaja Isolo Lagos","₦ 400,000",0.0,0.0,0.0
Off Road Safety Omole Phase 1 Ojodu Lagos,"₦ 2,500,000",2.0,2.0,3.0
Awoyaya Ajah Lagos,"₦ 600,000",2.0,2.0,3.0
"Brown Road, Aguda Surulere Lagos","₦ 350,000",,,
Magodo Gra Phase 1 Ojodu Lagos,"₦ 300,000",0.0,0.0,0.0
Unity Estate Ojodu Lagos,"₦ 800,000",1.0,1.0,2.0
Alausa Ikeja Lagos,"₦ 700,000",0.0,0.0,0.0
Ajayi Road Ogba Lagos,"₦ 500,000",0.0,0.0,0.0
Ologolo Lekki Lagos,"₦ 3,500,000",3.0,3.0,4.0
Majek Sangotedo Lagos,"₦ 1,300,000",2.0,3.0,3.0
Seaside Estate Badore Ajah Lagos,"₦ 1,200,000",0.0,0.0,0.0
Old Ikoyi Ikoyi Lagos,"₦ 18,000,000",3.0,4.0,5.0
Oniru Victoria Island Lagos,"₦ 10,000,000",3.0,4.0,0.0
Jakande Lekki Lagos,"₦ 7,000,000",0.0,0.0,0.0
Anu Crescent Badore Ajah Lagos,"₦ 2,000,000",2.0,2.0,3.0
Abijo Ajah Lagos,"₦ 1,500,000",1.0,2.0,2.0
"Off Gloval Road, Ikoyi Old Ikoyi Ikoyi Lagos","₦ 15,000,000",3.0,4.0,5.0
Oregun Ikeja Lagos,"₦ 4,000,000",0.0,0.0,0.0
"Market Square, Ago Palace Okota Lagos","₦ 1,600,000",2.0,3.0,3.0
Greenville Estate Badore Ajah Lagos,"₦ 850,000",0.0,0.0,0.0
Kilo Marsha Surulere Lagos,"₦ 1,100,000",0.0,0.0,0.0
Chevron Lekki Lagos,"₦ 5,000,000",2.0,2.0,3.0
